일자,공급업체명,교정기관,품목명,주문수량
2023-11-01,[23]듬북듬북(멸균우유),서울남부구치소,멸균우유,414
2023-11-01,[23]듬북듬북(멸균우유),서울동부구치소,멸균우유,1909
2023-11-01,[23]듬북듬북(멸균우유),수원구치소,멸균우유,552
2023-11-01,[23]듬북듬북(멸균우유),안양교도소,멸균우유,224
2023-11-01,[23]듬북듬북(멸균우유),여주교도소,멸균우유,480
2023-11-01,[23]듬북듬북(멸균우유),울산구치소,멸균우유,600
2023-11-01,[23]듬북듬북(멸균우유),의정부교도소,멸균우유,184
2023-11-01,[23]듬북듬북(멸균우유),인천구치소,멸균우유,600
2023-11-01,[23]듬북듬북(멸균우유),전주교도소,멸균우유,261
2023-11-01,[23]듬북듬북(멸균우유),진주교도소,멸균우유,240
2023-11-01,[23]듬북듬북(멸균우유),천안교도소,멸균우유,600
2023-11-01,[23]듬북듬북(멸균우유),포항교도소,멸균우유,94
2023-11-01,[23]듬북듬북(멸균우유),홍성교도소,멸균우유,480
2023-11-01,[23]란쯔시계(시계류),거창구치소,손목시계,10
2023-11-01,[23]란쯔시계(시계류),경주교도소,손목시계,10
2023-11-01,[23]란쯔시계(시계류),군산교도소,손목시계,10
2023-11-01,[23]란쯔시계(시계류),군산교도소,시계 건전지,10
2023-11-01,[23]란쯔시계(시계류),김천소년교도소,손목시계,9
2023-11-01,[23]란쯔시계(시계류),김천소년교도소,시계 건전지,8
2023-11-01,[23]란쯔시계(시계류),부산구치소,손목시계,12
2023-11-01,[23]란쯔시계(시계류),상주교도소,손목시계,4
2023-11-01,[23]란쯔시계(시계류),상주교도소,시계 건전지,13
2023-11-01,[23]란쯔시계(시계류),상주교도소,시계줄,1
2023-11-01,[23]란쯔시계(시계류),서울구치소,손목시계,19
2023-11-01,[23]란쯔시계(시계류),안동교도소,손목시계,30
2023-11-01,[23]란쯔시계(시계류),안동교도소,시계 건전지,50
2023-11-01,[23]란쯔시계(시계류),안양교도소,손목시계,16
2023-11-01,[23]란쯔시계(시계류),의정부교도소,손목시계,100
2023-11-01,[23]란쯔시계(시계류),의정부교도소,시계 건전지,8
2023-11-01,[23]란쯔시계(시계류),전주교도소,손목시계,1
2023-11-01,[23]란쯔시계(시계류),전주교도소,시계 건전지,1
2023-11-01,[23]란쯔시계(시계류),창원교도소,손목시계,30
2023-11-01,[23]란쯔시계(시계류),천안개방교도소,손목시계,1
2023-11-01,[23]란쯔시계(시계류),청주교도소,손목시계,50
2023-11-01,[23]란쯔시계(시계류),춘천교도소,손목시계,5
2023-11-01,[23]란쯔시계(시계류),통영구치소,손목시계,6
2023-11-01,[23]란쯔시계(시계류),평택지소,손목시계,10
2023-11-01,[23]란쯔시계(시계류),포항교도소,손목시계,8
2023-11-01,[23]란쯔시계(시계류),포항교도소,시계 건전지,12
2023-11-01,[23]란쯔시계(시계류),포항교도소,시계줄,2
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",경북북부제3교도소,감귤주스,240
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",경북북부제3교도소,사이다,360
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",경북북부제3교도소,콜라,660
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",광주교도소,감귤주스,240
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",광주교도소,콜라,1200
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",군산교도소,감귤주스,144
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",군산교도소,사이다,180
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",군산교도소,콜라,240
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",대구교도소,사이다,157
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",대구교도소,콜라,136
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",대구구치소,감귤주스,36
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",대구구치소,사이다,192
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",대구구치소,콜라,120
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",대전교도소,생수,1296
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",밀양구치소,생수,990
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",부산교도소,생수,2482
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",상주교도소,생수,1566
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서산지소,감귤주스,60
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서산지소,콜라,120
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서울구치소,사이다,261
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서울구치소,생수,1521
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서울구치소,콜라,193
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서울남부교도소,감귤주스,27
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서울남부교도소,사이다,88
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서울남부교도소,콜라,134
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서울동부구치소,생수,1926
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",수원구치소,감귤주스,240
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",수원구치소,생수,1296
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",순천교도소,감귤주스,60
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",순천교도소,생수,2555
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",순천교도소,콜라,120
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",안양교도소,감귤주스,21
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",안양교도소,콜라,48
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",영월교도소,사이다,36
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",영월교도소,생수,600
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",영월교도소,콜라,36
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",인천구치소,사이다,120
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",인천구치소,생수,1296
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",인천구치소,콜라,120
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",진주교도소,감귤주스,120
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",진주교도소,생수,864
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",창원교도소,감귤주스,600
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",춘천교도소,생수,5497
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",포항교도소,감귤주스,12
2023-11-01,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",포항교도소,콜라,12
2023-11-01,[23]매일유업(빵류),강릉교도소,빵(1500류),203
2023-11-01,[23]매일유업(빵류),경북북부제3교도소,빵(1500류),644
2023-11-01,[23]매일유업(빵류),경주교도소,빵(1500류),75
2023-11-01,[23]매일유업(빵류),공주교도소,빵(1500류),482
2023-11-01,[23]매일유업(빵류),김천소년교도소,빵(1500류),92
2023-11-01,[23]매일유업(빵류),대구교도소,빵(1500류),1392
2023-11-01,[23]매일유업(빵류),대구구치소,빵(1500류),1100
2023-11-01,[23]매일유업(빵류),대전교도소,빵(1500류),1581
2023-11-01,[23]매일유업(빵류),부산교도소,빵(1500류),110
2023-11-01,[23]매일유업(빵류),부산구치소,빵(1500류),1228
2023-11-01,[23]매일유업(빵류),서산지소,빵(1500류),446
2023-11-01,[23]매일유업(빵류),서울구치소,빵(1500류),2336
2023-11-01,[23]매일유업(빵류),서울남부교도소,빵(1500류),715
2023-11-01,[23]매일유업(빵류),서울남부구치소,빵(1500류),981
2023-11-01,[23]매일유업(빵류),서울동부구치소,빵(1500류),2157
2023-11-01,[23]매일유업(빵류),수원구치소,빵(1500류),330
2023-11-01,[23]매일유업(빵류),안양교도소,빵(1500류),235
2023-11-01,[23]매일유업(빵류),여주교도소,빵(1500류),67
2023-11-01,[23]매일유업(빵류),울산구치소,빵(1500류),1009
2023-11-01,[23]매일유업(빵류),원주교도소,빵(1500류),829
2023-11-01,[23]매일유업(빵류),인천구치소,빵(1500류),1086
2023-11-01,[23]매일유업(빵류),전주교도소,빵(1500류),450
2023-11-01,[23]매일유업(빵류),창원교도소,빵(1500류),2045
2023-11-01,[23]매일유업(빵류),춘천교도소,빵(1500류),122
2023-11-01,[23]매일유업(빵류),평택지소,빵(1500류),243
2023-11-01,[23]매일유업(빵류),평택지소,빵(1500류),252
2023-11-01,[23]매일유업(빵류),포항교도소,빵(1500류),172
2023-11-01,[23]매일유업(빵류),홍성교도소,빵(1500류),363
2023-11-01,[23]미소크린플러스(잡화류),강릉교도소,고무신265,1
2023-11-01,[23]미소크린플러스(잡화류),강릉교도소,고무신270,2
2023-11-01,[23]미소크린플러스(잡화류),강릉교도소,무릎보호대M,1
2023-11-01,[23]미소크린플러스(잡화류),강릉교도소,팬티형 오버나이트(대),3
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,KF94 마스크,150
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,건전지,20
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,고무신230,1
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,고무신250,1
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,고무신255,1
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,고무신260,6
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,고무신265,1
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,고무신270,9
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,고무신275,2
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,고무신280,1
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,고무장갑(대),9
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,귀마개(보온용),14
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,덧버선,40
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,머리끈,2
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,머리핀,2
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,면봉,20
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,무릎보호대M,1
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,무릎보호대XL,1
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,물병,50
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,발목보호대L,1
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,빨래집게,20
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,세탁비누,64
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,손목보호대L,1
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,손목보호대M,1
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,수면안대,11
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,오버나이트,5
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,위생대(대),1
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,털장갑,17
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,팬티라이너,3
2023-11-01,[23]미소크린플러스(잡화류),거창구치소,팬티형 오버나이트(대),3
2023-11-01,[23]미소크린플러스(잡화류),경북북부제2교도소,귀마개(보온용),50
2023-11-01,[23]미소크린플러스(잡화류),경북북부제2교도소,세탁비누,64
2023-11-01,[23]미소크린플러스(잡화류),경북북부제2교도소,털장갑,10
2023-11-01,[23]미소크린플러스(잡화류),경주교도소,고무신260,2
2023-11-01,[23]미소크린플러스(잡화류),경주교도소,고무신265,2
2023-11-01,[23]미소크린플러스(잡화류),경주교도소,고무신285,1
2023-11-01,[23]미소크린플러스(잡화류),경주교도소,덧버선,10
2023-11-01,[23]미소크린플러스(잡화류),경주교도소,세탁비누,32
2023-11-01,[23]미소크린플러스(잡화류),경주교도소,수면안대,40
2023-11-01,[23]미소크린플러스(잡화류),경주교도소,털장갑,20
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,KF94 마스크,100
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,건전지,80
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,고무신250,1
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,고무신255,2
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,고무신260,4
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,고무신265,2
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,고무신270,1
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,고무신290,1
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,고무장갑(특대),24
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,귀마개(수면용),100
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,머리끈,100
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,무릎보호대XL,6
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,발목보호대XL,1
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,세탁비누,64
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,손목보호대L,1
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,손목보호대S,2
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,손목보호대XL,3
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,수면안대,240
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,팬티라이너,5
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,팬티형 오버나이트(대),3
2023-11-01,[23]미소크린플러스(잡화류),군산교도소,허리보호대L,1
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,KF94 마스크,162
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,건전지,54
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,고무신240,1
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,고무신255,2
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,고무신260,3
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,고무장갑(특대),21
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,귀마개(보온용),3
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,귀마개(수면용),62
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,덧버선,33
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,머리끈,37
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,면봉,34
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,무릎보호대L,3
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,무릎보호대M,2
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,물병,13
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,비눗갑(1구),32
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,빨래집게,20
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,세탁비누,39
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,손목보호대M,2
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,수면안대,29
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,위생대(소),1
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,장기바둑세트,2
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,집게핀,1
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,털장갑,8
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,팬티라이너,4
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,팬티형 오버나이트(대),7
2023-11-01,[23]미소크린플러스(잡화류),김천소년교도소,허리보호대M,1
2023-11-01,[23]미소크린플러스(잡화류),대구교도소,KF94 마스크,178
2023-11-01,[23]미소크린플러스(잡화류),대구교도소,건전지,114
2023-11-01,[23]미소크린플러스(잡화류),대구교도소,머리끈,13
2023-11-01,[23]미소크린플러스(잡화류),대구교도소,머리핀,2
2023-11-01,[23]미소크린플러스(잡화류),대구교도소,오버나이트,3
2023-11-01,[23]미소크린플러스(잡화류),대구교도소,위생대(대),4
2023-11-01,[23]미소크린플러스(잡화류),대구교도소,집게핀,2
2023-11-01,[23]미소크린플러스(잡화류),대구교도소,팬티라이너,15
2023-11-01,[23]미소크린플러스(잡화류),대구교도소,팬티형 오버나이트(대),4
2023-11-01,[23]미소크린플러스(잡화류),대구구치소,손목보호대L,1
2023-11-01,[23]미소크린플러스(잡화류),대전교도소,KF94 마스크,500
2023-11-01,[23]미소크린플러스(잡화류),부산교도소,KF94 마스크,203
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,KF94 마스크,206
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,건전지,56
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,고무신230,2
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,고무신250,1
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,고무신255,1
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,고무신260,2
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,고무신265,2
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,고무신270,2
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,고무신275,2
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,고무장갑(특대),28
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,귀마개(수면용),53
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,머리끈,12
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,머리핀,2
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,면봉,25
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,무릎보호대M,6
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,무릎보호대S,2
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,물병,23
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,발목보호대M,3
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,빨래집게,43
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,세탁비누,31
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,손목보호대M,4
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,수면안대,26
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,오버나이트,2
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,위생대(대),2
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,위생대(중),3
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,장기바둑세트,2
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,집게핀,4
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,팔꿈치보호대M,4
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,팬티라이너,8
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,팬티형 오버나이트(대),4
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,팬티형 오버나이트(중),1
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,허리보호대L,3
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,허리보호대M,5
2023-11-01,[23]미소크린플러스(잡화류),부산구치소,허리보호대S,1
2023-11-01,[23]미소크린플러스(잡화류),상주교도소,KF94 마스크,100
2023-11-01,[23]미소크린플러스(잡화류),상주교도소,고무신250,1
2023-11-01,[23]미소크린플러스(잡화류),상주교도소,고무신260,1
2023-11-01,[23]미소크린플러스(잡화류),상주교도소,고무신265,1
2023-11-01,[23]미소크린플러스(잡화류),상주교도소,고무신270,3
2023-11-01,[23]미소크린플러스(잡화류),상주교도소,고무신275,1
2023-11-01,[23]미소크린플러스(잡화류),상주교도소,귀마개(보온용),40
2023-11-01,[23]미소크린플러스(잡화류),상주교도소,덧버선,30
2023-11-01,[23]미소크린플러스(잡화류),상주교도소,머리끈,100
2023-11-01,[23]미소크린플러스(잡화류),상주교도소,무릎보호대L,1
2023-11-01,[23]미소크린플러스(잡화류),상주교도소,무릎보호대M,2
2023-11-01,[23]미소크린플러스(잡화류),상주교도소,무릎보호대S,2
2023-11-01,[23]미소크린플러스(잡화류),상주교도소,발목보호대L,4
2023-11-01,[23]미소크린플러스(잡화류),상주교도소,손목보호대L,1
2023-11-01,[23]미소크린플러스(잡화류),상주교도소,손목보호대S,1
2023-11-01,[23]미소크린플러스(잡화류),상주교도소,집게핀,20
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,KF94 마스크,223
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,건전지,154
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,고무신255,2
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,고무신260,2
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,고무신265,1
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,고무장갑(대),42
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,귀마개(수면용),108
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,면봉,45
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,무릎보호대L,3
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,무릎보호대XL,1
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,물병,40
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,빨래집게,75
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,세탁비누,45
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,손목보호대L,5
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,손목보호대M,4
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,손목보호대XL,2
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,수면안대,40
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,장기바둑세트,4
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,팔꿈치보호대L,2
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,팔꿈치보호대M,2
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,팔꿈치보호대XL,1
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,허리보호대L,1
2023-11-01,[23]미소크린플러스(잡화류),서울구치소,허리보호대XL,3
2023-11-01,[23]미소크린플러스(잡화류),서울남부구치소,KF94 마스크,500
2023-11-01,[23]미소크린플러스(잡화류),서울남부구치소,덧버선,100
2023-11-01,[23]미소크린플러스(잡화류),서울남부구치소,무릎보호대S,5
