일자,공급업체명,교정기관,품목명,주문수량
2023-10-04,[23]듬북듬북(멸균우유),천안교도소,멸균우유,240
2023-10-04,[23]듬북듬북(멸균우유),통영구치소,멸균우유,720
2023-10-04,[23]듬북듬북(멸균우유),평택지소,멸균우유,120
2023-10-04,[23]듬북듬북(멸균우유),평택지소,멸균우유,240
2023-10-04,[23]듬북듬북(멸균우유),포항교도소,멸균우유,126
2023-10-04,[23]듬북듬북(멸균우유),홍성교도소,멸균우유,1200
2023-10-04,[23]란쯔시계(시계류),김천소년교도소,손목시계,3
2023-10-04,[23]란쯔시계(시계류),김천소년교도소,시계 건전지,2
2023-10-04,[23]란쯔시계(시계류),김천소년교도소,시계줄,1
2023-10-04,[23]란쯔시계(시계류),부산구치소,손목시계,15
2023-10-04,[23]란쯔시계(시계류),상주교도소,시계 건전지,1
2023-10-04,[23]란쯔시계(시계류),서울구치소,손목시계,10
2023-10-04,[23]란쯔시계(시계류),수원구치소,손목시계,200
2023-10-04,[23]란쯔시계(시계류),의정부교도소,시계 건전지,5
2023-10-04,[23]란쯔시계(시계류),전주교도소,손목시계,1
2023-10-04,[23]란쯔시계(시계류),전주교도소,시계 건전지,2
2023-10-04,[23]란쯔시계(시계류),춘천교도소,손목시계,4
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",강릉교도소,생수,1296
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",공주교도소,생수,1296
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",공주교도소,콜라,360
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",광주교도소,사이다,960
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",광주교도소,생수,3024
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",군산교도소,감귤주스,36
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",군산교도소,사이다,60
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",군산교도소,생수,1038
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",군산교도소,콜라,108
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",대구교도소,사이다,213
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",대구교도소,콜라,193
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",대구구치소,감귤주스,72
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",대구구치소,사이다,228
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",대구구치소,콜라,192
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",대전교도소,생수,1296
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",대전교도소,콜라,660
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",밀양구치소,생수,1176
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",부산교도소,생수,2240
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",상주교도소,생수,1155
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서산지소,사이다,120
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서산지소,생수,1296
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서울구치소,사이다,180
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서울구치소,생수,902
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서울구치소,콜라,160
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서울남부교도소,감귤주스,20
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서울남부교도소,사이다,48
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서울남부교도소,콜라,64
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서울동부구치소,감귤주스,240
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서울동부구치소,사이다,480
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서울동부구치소,생수,2010
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",서울동부구치소,콜라,360
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",수원구치소,생수,2160
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",순천교도소,생수,2652
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",안양교도소,감귤주스,52
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",안양교도소,콜라,59
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",인천구치소,감귤주스,120
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",인천구치소,사이다,180
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",인천구치소,생수,1296
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",인천구치소,콜라,120
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",전주교도소,생수,1722
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",진주교도소,생수,864
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",춘천교도소,사이다,480
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",춘천교도소,생수,3024
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",포항교도소,감귤주스,17
2023-10-04,"[23]롯데칠성음료(감귤주스,생수,탄산음료)",포항교도소,콜라,19
2023-10-04,[23]매일유업(빵류),거창구치소,빵(1500류),104
2023-10-04,[23]매일유업(빵류),경북북부제3교도소,빵(1500류),1105
2023-10-04,[23]매일유업(빵류),공주교도소,빵(1500류),219
2023-10-04,[23]매일유업(빵류),군산교도소,빵(1500류),412
2023-10-04,[23]매일유업(빵류),김천소년교도소,빵(1500류),90
2023-10-04,[23]매일유업(빵류),대구교도소,빵(1500류),1381
2023-10-04,[23]매일유업(빵류),대구구치소,빵(1500류),1600
2023-10-04,[23]매일유업(빵류),대전교도소,빵(1500류),1039
2023-10-04,[23]매일유업(빵류),부산교도소,빵(1500류),165
2023-10-04,[23]매일유업(빵류),부산구치소,빵(1500류),1507
2023-10-04,[23]매일유업(빵류),서산지소,빵(1500류),344
2023-10-04,[23]매일유업(빵류),서울구치소,빵(1500류),2056
2023-10-04,[23]매일유업(빵류),서울남부교도소,빵(1500류),818
2023-10-04,[23]매일유업(빵류),서울남부구치소,빵(1500류),1254
2023-10-04,[23]매일유업(빵류),서울동부구치소,빵(1500류),3218
2023-10-04,[23]매일유업(빵류),수원구치소,빵(1500류),596
2023-10-04,[23]매일유업(빵류),안양교도소,빵(1500류),219
2023-10-04,[23]매일유업(빵류),여주교도소,빵(1500류),86
2023-10-04,[23]매일유업(빵류),울산구치소,빵(1500류),1179
2023-10-04,[23]매일유업(빵류),원주교도소,빵(1500류),543
2023-10-04,[23]매일유업(빵류),인천구치소,빵(1500류),1258
2023-10-04,[23]매일유업(빵류),전주교도소,빵(1500류),615
2023-10-04,[23]매일유업(빵류),창원교도소,빵(1500류),1889
2023-10-04,[23]매일유업(빵류),천안개방교도소,빵(1500류),55
2023-10-04,[23]매일유업(빵류),춘천교도소,빵(1500류),173
2023-10-04,[23]매일유업(빵류),평택지소,빵(1500류),253
2023-10-04,[23]매일유업(빵류),평택지소,빵(1500류),255
2023-10-04,[23]매일유업(빵류),포항교도소,빵(1500류),223
2023-10-04,[23]매일유업(빵류),홍성교도소,빵(1500류),271
2023-10-04,[23]미소크린플러스(잡화류),김천소년교도소,KF94 마스크,105
2023-10-04,[23]미소크린플러스(잡화류),김천소년교도소,건전지,28
2023-10-04,[23]미소크린플러스(잡화류),김천소년교도소,고무신240,1
2023-10-04,[23]미소크린플러스(잡화류),김천소년교도소,고무장갑(특대),4
2023-10-04,[23]미소크린플러스(잡화류),김천소년교도소,귀마개(수면용),27
2023-10-04,[23]미소크린플러스(잡화류),김천소년교도소,덧버선,1
2023-10-04,[23]미소크린플러스(잡화류),김천소년교도소,머리끈,2
2023-10-04,[23]미소크린플러스(잡화류),김천소년교도소,면봉,22
2023-10-04,[23]미소크린플러스(잡화류),김천소년교도소,물병,6
2023-10-04,[23]미소크린플러스(잡화류),김천소년교도소,발목보호대L,1
2023-10-04,[23]미소크린플러스(잡화류),김천소년교도소,비눗갑(1구),5
2023-10-04,[23]미소크린플러스(잡화류),김천소년교도소,빨래집게,7
2023-10-04,[23]미소크린플러스(잡화류),김천소년교도소,세탁비누,20
2023-10-04,[23]미소크린플러스(잡화류),김천소년교도소,수면안대,7
2023-10-04,[23]미소크린플러스(잡화류),김천소년교도소,집게핀,1
2023-10-04,[23]미소크린플러스(잡화류),대구교도소,KF94 마스크,64
2023-10-04,[23]미소크린플러스(잡화류),대구교도소,건전지,94
2023-10-04,[23]미소크린플러스(잡화류),부산교도소,KF94 마스크,51
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,KF94 마스크,57
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,건전지,46
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,고무신250,1
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,고무신255,1
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,고무신260,2
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,고무신265,1
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,고무신270,1
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,고무신280,1
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,고무장갑(특대),13
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,귀마개(수면용),26
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,면봉,17
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,무릎보호대L,2
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,무릎보호대M,1
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,무릎보호대S,1
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,물병,21
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,발목보호대M,1
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,빨래집게,41
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,세탁비누,45
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,손목보호대M,6
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,수면안대,20
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,장기바둑세트,1
2023-10-04,[23]미소크린플러스(잡화류),부산구치소,팔꿈치보호대M,1
2023-10-04,[23]미소크린플러스(잡화류),상주교도소,고무신270,1
2023-10-04,[23]미소크린플러스(잡화류),상주교도소,고무신275,1
2023-10-04,[23]미소크린플러스(잡화류),상주교도소,고무신280,1
2023-10-04,[23]미소크린플러스(잡화류),상주교도소,발목보호대M,1
2023-10-04,[23]미소크린플러스(잡화류),상주교도소,팔꿈치보호대L,1
2023-10-04,[23]미소크린플러스(잡화류),상주교도소,팔꿈치보호대M,1
2023-10-04,[23]미소크린플러스(잡화류),상주교도소,팬티형 오버나이트(대),1
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,KF94 마스크,77
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,건전지,43
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,고무신230,2
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,고무신240,1
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,고무신245,1
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,고무신265,2
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,고무장갑(대),35
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,귀마개(수면용),51
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,머리끈,48
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,머리띠,4
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,머리핀,7
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,면봉,23
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,무릎보호대L,10
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,무릎보호대M,2
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,무릎보호대XL,2
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,물병,24
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,발목보호대L,3
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,발목보호대M,4
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,발목보호대XL,2
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,빨래집게,31
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,세탁비누,48
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,손목보호대L,3
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,손목보호대M,3
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,손목보호대S,3
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,손목보호대XL,3
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,수면안대,21
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,오버나이트,4
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,위생대(대),4
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,위생대(중),7
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,장기바둑세트,4
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,집게핀,8
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,팔꿈치보호대L,2
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,팔꿈치보호대M,3
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,팔꿈치보호대XL,3
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,팬티라이너,37
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,팬티형 오버나이트(대),9
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,팬티형 오버나이트(중),1
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,허리보호대L,1
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,허리보호대M,2
2023-10-04,[23]미소크린플러스(잡화류),서울구치소,허리보호대S,3
2023-10-04,[23]미소크린플러스(잡화류),서울남부구치소,고무신260,5
2023-10-04,[23]미소크린플러스(잡화류),서울남부구치소,고무신265,5
2023-10-04,[23]미소크린플러스(잡화류),서울남부구치소,머리끈,200
2023-10-04,[23]미소크린플러스(잡화류),서울남부구치소,세탁비누,320
2023-10-04,[23]미소크린플러스(잡화류),서울동부구치소,고무신270,2
2023-10-04,[23]미소크린플러스(잡화류),서울동부구치소,고무신290,1
2023-10-04,[23]미소크린플러스(잡화류),서울동부구치소,장기바둑세트,120
2023-10-04,[23]미소크린플러스(잡화류),소망교도소,고무신255,1
2023-10-04,[23]미소크린플러스(잡화류),소망교도소,고무신260,2
2023-10-04,[23]미소크린플러스(잡화류),소망교도소,고무신275,1
2023-10-04,[23]미소크린플러스(잡화류),소망교도소,무릎보호대M,1
2023-10-04,[23]미소크린플러스(잡화류),수원구치소,KF94 마스크,500
2023-10-04,[23]미소크린플러스(잡화류),수원구치소,고무신265,10
2023-10-04,[23]미소크린플러스(잡화류),수원구치소,귀마개(수면용),200
2023-10-04,[23]미소크린플러스(잡화류),수원구치소,발목보호대M,10
2023-10-04,[23]미소크린플러스(잡화류),수원구치소,수면안대,240
2023-10-04,[23]미소크린플러스(잡화류),수원구치소,팬티라이너,96
2023-10-04,[23]미소크린플러스(잡화류),안동교도소,고무신280,3
2023-10-04,[23]미소크린플러스(잡화류),안동교도소,고무장갑(대),39
2023-10-04,[23]미소크린플러스(잡화류),안양교도소,KF94 마스크,109
2023-10-04,[23]미소크린플러스(잡화류),안양교도소,건전지,80
2023-10-04,[23]미소크린플러스(잡화류),안양교도소,고무신255,2
2023-10-04,[23]미소크린플러스(잡화류),안양교도소,고무신265,1
2023-10-04,[23]미소크린플러스(잡화류),안양교도소,고무신270,3
2023-10-04,[23]미소크린플러스(잡화류),안양교도소,고무신275,1
2023-10-04,[23]미소크린플러스(잡화류),안양교도소,고무장갑(대),30
2023-10-04,[23]미소크린플러스(잡화류),안양교도소,귀마개(수면용),61
2023-10-04,[23]미소크린플러스(잡화류),안양교도소,면봉,12
2023-10-04,[23]미소크린플러스(잡화류),안양교도소,무릎보호대M,2
2023-10-04,[23]미소크린플러스(잡화류),안양교도소,물병,7
2023-10-04,[23]미소크린플러스(잡화류),안양교도소,빨래집게,13
2023-10-04,[23]미소크린플러스(잡화류),안양교도소,세탁비누,55
2023-10-04,[23]미소크린플러스(잡화류),안양교도소,손목보호대M,1
2023-10-04,[23]미소크린플러스(잡화류),안양교도소,수면안대,19
2023-10-04,[23]미소크린플러스(잡화류),안양교도소,장기바둑세트,3
2023-10-04,[23]미소크린플러스(잡화류),여주교도소,고무신250,1
2023-10-04,[23]미소크린플러스(잡화류),여주교도소,고무신260,1
2023-10-04,[23]미소크린플러스(잡화류),여주교도소,고무신270,4
2023-10-04,[23]미소크린플러스(잡화류),여주교도소,고무신275,1
2023-10-04,[23]미소크린플러스(잡화류),여주교도소,무릎보호대M,2
2023-10-04,[23]미소크린플러스(잡화류),여주교도소,발목보호대M,2
2023-10-04,[23]미소크린플러스(잡화류),여주교도소,손목보호대S,1
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,KF94 마스크,54
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,건전지,34
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,고무신255,2
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,고무신270,1
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,고무장갑(대),15
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,귀마개(수면용),31
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,머리끈,19
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,머리핀,2
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,면봉,10
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,물병,3
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,비눗갑(1구),4
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,빨래집게,13
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,세탁비누,58
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,손목보호대XL,1
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,수면안대,14
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,오버나이트,3
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,집게핀,1
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,팬티라이너,2
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,팬티형 오버나이트(대),4
2023-10-04,[23]미소크린플러스(잡화류),원주교도소,허리보호대M,1
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,KF94 마스크,100
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,고무신245,1
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,고무신250,1
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,고무신265,1
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,고무신270,1
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,고무신275,5
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,고무신280,1
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,귀마개(수면용),300
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,무릎보호대M,1
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,무릎보호대S,1
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,무릎보호대XL,1
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,무릎보호대XXL,1
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,발목보호대M,3
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,손목보호대L,1
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,손목보호대M,3
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,손목보호대XL,1
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,팔꿈치보호대M,1
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,팔꿈치보호대S,1
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,팔꿈치보호대XL,1
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,허리보호대L,1
2023-10-04,[23]미소크린플러스(잡화류),의정부교도소,허리보호대XL,1
2023-10-04,[23]미소크린플러스(잡화류),인천구치소,면봉,100
2023-10-04,[23]미소크린플러스(잡화류),인천구치소,집게핀,30
2023-10-04,[23]미소크린플러스(잡화류),인천구치소,팬티형 오버나이트(대),16
2023-10-04,[23]미소크린플러스(잡화류),전주교도소,고무신265,2
2023-10-04,[23]미소크린플러스(잡화류),전주교도소,고무신275,1
2023-10-04,[23]미소크린플러스(잡화류),전주교도소,세탁비누,32
2023-10-04,[23]미소크린플러스(잡화류),전주교도소,손목보호대L,3
2023-10-04,[23]미소크린플러스(잡화류),전주교도소,팔꿈치보호대XL,2
